date,netWgt,fobvalue,price_usd_per_ton,chemical,sentiment_score
2020-01-01,144969933.226,55014913.614,379.49188766083535,Acetic Acid,-0.6009692745584172
2020-01-01,28885521.977,21500776.493,744.3443989040572,Formates,-0.28253209224849785
2020-01-01,2820465771.957,674978218.7919999,239.31445135874193,KCL,-0.3639375897768155
2020-01-01,31884378.16,11621563.415,364.49082860206545,PAC,-0.39304779345671614
2020-01-01,1650663093.64,89684550.779,54.332438354352455,Sulphur,-0.7556751180513154
2020-01-01,1608418149.551,79606279.458,49.49352224122974,Sulphuric Acid,-0.6812009620223862
2020-01-01,2718783561.8999996,666284306.619,245.0670645343216,Urea,-0.7916627136177024
2020-01-01,991687313.816,2153265269.044,2171.3147269760498,Water Treatment Chemicals,-0.31993795414815607
2020-02-01,123862372.884,50572796.005,408.29829775958353,Acetic Acid,-0.44468251095180256
2020-02-01,22203589.405,14591142.339,657.1524122903406,Formates,-0.4269185694433414
2020-02-01,3474284965.09,817977951.435,235.43778350196743,KCL,-0.8153317686898777
2020-02-01,25637174.962,12179481.037,475.0711049502413,PAC,-0.2779479833322458
2020-02-01,1745794716.184,93361715.179,53.47806034324144,Sulphur,-0.20229815887392744
2020-02-01,1102464373.572,59427427.112,53.90417009073437,Sulphuric Acid,-0.6708333559944478
2020-02-01,2328456284.956,562921100.228,241.75721222038635,Urea,-0.725891295075369
2020-02-01,962135094.956,2077653057.985,2159.419263341615,Water Treatment Chemicals,-0.6792582985512287
2020-03-01,250157370.331,95984360.163,383.69591124177816,Acetic Acid,-0.7839195053007264
2020-03-01,31831674.647,18803248.784,590.7087513465814,Formates,-0.701145907323766
2020-03-01,4609655123.426,1059649726.975,229.87614010209177,KCL,-0.6965136575409824
2020-03-01,37929754.546,13389301.108,353.00257721841774,PAC,-0.745632958418418
2020-03-01,1463099445.341,87655577.849,59.91088174363322,Sulphur,-0.6817838994915746
2020-03-01,1955470747.119,89675838.645,45.858951752216,Sulphuric Acid,-0.8729933677714173
2020-03-01,3008726264.226,733515118.261,243.7958969490028,Urea,-0.796894725443495
2020-03-01,1325514355.078,2947870257.586,2223.944423002897,Water Treatment Chemicals,-0.8685513209193026
2020-04-01,201975121.145,77554805.874,383.9819747815505,Acetic Acid,-0.7933315594231132
2020-04-01,22519702.026,14222626.051,631.5636874137741,Formates,-0.5175859020705683
2020-04-01,4608276741.867001,1008854880.128,218.9223730776359,KCL,-0.7378821014615919
2020-04-01,46886074.272,18170925.384,387.5548479189169,PAC,-0.7067580266123743
2020-04-01,1126802863.155,66984422.555,59.4464433356572,Sulphur,-0.6342063243023948
2020-04-01,1815400037.102,89007577.544,49.02918129608864,Sulphuric Acid,-0.8658573271848241
2020-04-01,2617405043.9049997,649821569.58,248.2693960925926,Urea,-0.5030380188166628
2020-04-01,1051100154.913,2410894434.387,2293.686689244709,Water Treatment Chemicals,-0.7758116049533545
2020-05-01,93212926.5,37337538.11,400.56180523417,Acetic Acid,-0.8803752423799265
2020-05-01,20926974.67,13512134.812,645.6802774923032,Formates,-0.568222807128688
2020-05-01,4543858547.091,963391925.996,212.02066833985583,KCL,-0.5940695027830549
2020-05-01,27265604.38,9540354.292,349.9043761890012,PAC,-0.5664678789600545
2020-05-01,1616616211.574,94516413.276,58.46558546136016,Sulphur,-0.8159720295948669
2020-05-01,1357871185.533,71107878.853,52.367175627994705,Sulphuric Acid,-0.9320438398773302
2020-05-01,3226998334.506,791898921.292,245.3979950421098,Urea,-0.6586354336072636
2020-05-01,983651383.545,2349434607.264,2388.482999735971,Water Treatment Chemicals,-0.7780164026848793
2020-06-01,147465754.494,62620680.083,424.6455748174935,Acetic Acid,-0.7668276243084603
2020-06-01,17908921.49,11529128.265,643.7645210202995,Formates,-0.6578472481080194
2020-06-01,4871141000.266,1015651360.55,208.50379007598795,KCL,-0.8866432236197436
2020-06-01,30033934.468,11003438.446,366.3668660435995,PAC,-0.4622746322239859
2020-06-01,1931606477.137,110613382.856,57.264967872726125,Sulphur,-0.7926195919776123
2020-06-01,1257827654.181,50830648.969,40.41145764289702,Sulphuric Acid,-0.6780552963248203
2020-06-01,2935455071.686,680796728.776,231.92204007570777,Urea,-0.6991593657007528
2020-06-01,924413752.079,2112657895.175,2285.4029274485015,Water Treatment Chemicals,-0.6650272893446427
2020-07-01,191341022.848,70031192.383,366.0019756381898,Acetic Acid,-0.733178195979011
2020-07-01,18095848.986,10206429.706,564.0204951918137,Formates,-0.8355751516939696
2020-07-01,4980964366.273,1025133178.535,205.81018115213993,KCL,-0.5559470615634144
2020-07-01,28264241.12,10825272.725,383.0024191712669,PAC,-0.659086857203771
2020-07-01,1375306052.971,82668211.457,60.10895631442637,Sulphur,-0.4778915459977423
2020-07-01,1778139519.806,69840084.049,39.277055186659226,Sulphuric Acid,-0.44659822780543396
2020-07-01,2737653219.018,654602051.51,239.1106539581396,Urea,-0.7307683871665229
2020-07-01,1054992928.91,2581627874.2009997,2447.0570403427178,Water Treatment Chemicals,-0.5031018441562247
2020-08-01,190478772.671,75750398.556,397.68420120407905,Acetic Acid,-0.8971351276353235
2020-08-01,19715430.168,10934350.469,554.6087696705437,Formates,-0.8459631242205768
2020-08-01,4112353939.933,840539556.079,204.39377747059737,KCL,-0.9115287806477282
2020-08-01,24216738.324,9299474.319,384.0101914048332,PAC,-0.8130674061786851
2020-08-01,1845647909.982,105059879.253,56.92303428232128,Sulphur,-0.7421030027269659
2020-08-01,1761579623.775,66525844.798999995,37.76488096316507,Sulphuric Acid,-0.8330078931109935
2020-08-01,2714796999.899,636410816.234,234.4229849442432,Urea,-0.5549821550502363
2020-08-01,1017888330.039,2437660541.726,2394.8211898967365,Water Treatment Chemicals,-0.7598105747950211
2020-09-01,180043477.137,71251130.744,395.7440273705838,Acetic Acid,-0.7995735984683682
2020-09-01,20530552.612,12984040.16,632.4252642089574,Formates,-0.7282997498387804
2020-09-01,5002711552.96,996042788.964,199.10058343752848,KCL,-0.8724688765385116
2020-09-01,28840755.633,11147787.13,386.52895478385256,PAC,-0.5413516464070963
2020-09-01,1236933813.359,73368081.195,59.31447616890888,Sulphur,-0.8451338831468727
2020-09-01,1854359076.857,74043338.546,39.929342418135064,Sulphuric Acid,-0.5541229875997207
2020-09-01,3666596023.048,915968377.036,249.81437040739652,Urea,-0.5861354770098758
2020-09-01,1104562400.042,2740816264.932,2481.359373474765,Water Treatment Chemicals,-0.7829443712177416
2020-10-01,168570611.498,69566136.943,412.6824736815134,Acetic Acid,-0.9812614172066276
2020-10-01,24759941.116,12905808.722,521.2374561610003,Formates,-0.5466474189990695
2020-10-01,4547499918.431,900959992.131,198.1220469030494,KCL,-0.6503882504082454
2020-10-01,23918364.023,10217580.426,427.18558912201235,PAC,-0.5798671993539471
2020-10-01,1268978571.974,81252880.693,64.03014399731313,Sulphur,-0.6296548191527476
2020-10-01,1111356726.153,61984440.487,55.773667471794866,Sulphuric Acid,-0.9606262443395899
2020-10-01,3432213870.293,904013046.547,263.39065125618947,Urea,-0.8379908304764491
2020-10-01,1152745294.73,2831081837.69,2455.9474244942426,Water Treatment Chemicals,-0.8512481288568791
2020-11-01,220337538.755,86838959.381,394.11786058642906,Acetic Acid,-0.5417725045636885
2020-11-01,21196814.262,20756019.107,979.2046507766868,Formates,-0.6958965805241972
2020-11-01,3825301568.892,789346702.197,206.3488820374584,KCL,-0.7357111671200717
2020-11-01,25809325.398,9504771.312,368.2688782224636,PAC,-0.9576526629990385
2020-11-01,1680112108.754,102186679.224,60.82134560638539,Sulphur,-0.778911061246101
2020-11-01,1450914479.156,74767972.155,51.531619009338634,Sulphuric Acid,-0.830477481177424
2020-11-01,2925546376.4500003,766530920.587,262.0129103942443,Urea,-0.6407493340548823
2020-11-01,1141439574.308,2763459914.618,2421.030404779292,Water Treatment Chemicals,-0.642607077892094
2020-12-01,245895939.456,104227966.984,423.8702241874567,Acetic Acid,-0.588135571233667
2020-12-01,32649590.522,18166613.122,556.4116680041958,Formates,-0.7303418071467116
2020-12-01,4597402147.143,958825463.47,208.55810146298617,KCL,-0.8018476611639573
2020-12-01,30188118.074,10664761.837,353.2768028420161,PAC,-0.6435466785869595
2020-12-01,1577458876.292,109827400.291,69.62298792166426,Sulphur,-0.5539013749499839
2020-12-01,1418223586.764,76359316.971,53.84152236900189,Sulphuric Acid,-0.7319744637050823
2020-12-01,3152071902.151,809538067.279,256.82728453198183,Urea,-0.5651229191224114
2020-12-01,1118863427.126,2938658399.875,2626.46747460811,Water Treatment Chemicals,-0.6304033304213487
2021-01-01,256689326.614,137527474.14,535.7740267354737,Acetic Acid,-0.8144890932535669
2021-01-01,22965916.084,14754849.035,642.4672536916338,Formates,-0.7688283554301041
2021-01-01,4111869382.846,934599217.612,227.29302188220873,KCL,-0.860978742943335
2021-01-01,27590982.735,10785062.467,390.890841786466,PAC,-0.8669956985048278
2021-01-01,1481549023.148,138494031.55900002,93.47920952674752,Sulphur,-0.8688710320567409
2021-01-01,1177771704.036,57453522.225,48.78154401919972,Sulphuric Acid,-0.6756350948302788
2021-01-01,2617760210.1610003,744573633.0929999,284.43156489387025,Urea,-0.7699281181958244
2021-01-01,1138488462.765,2568836956.995,2256.357478367564,Water Treatment Chemicals,-0.7043555853037229
2021-02-01,191204987.696,114508593.159,598.8786931701758,Acetic Acid,-0.4785843073465724
2021-02-01,25033428.815,16352158.031,653.2128759445773,Formates,-0.7875620661753894
2021-02-01,3613057061.956,842586845.5830001,233.2060720698524,KCL,-0.718966697681988
2021-02-01,25066185.02,9626432.457,384.0405889176669,PAC,-0.6183733928889038
2021-02-01,1638837640.171,162544512.218,99.18280385666498,Sulphur,-0.8328610450069758
2021-02-01,1012225685.715,52517504.098,51.88319644438138,Sulphuric Acid,-0.8908359454594639
2021-02-01,2283318736.192,684231974.258,299.66555409566973,Urea,-0.764376811715578
2021-02-01,1073427799.247,2856049682.941,2660.6816824983416,Water Treatment Chemicals,-0.8565607091394114
2021-03-01,204203472.082,132496406.666,648.8450236183777,Acetic Acid,-0.5136321962181501
2021-03-01,32885882.93,18970848.842,576.8690742584237,Formates,-0.4729818082419613
2021-03-01,4184893814.72,966168380.016,230.87046476964045,KCL,-0.603082262224246
2021-03-01,30445318.28,11434308.658,375.5687016585198,PAC,-0.5677169405333049
2021-03-01,1391067594.795,147710331.61900002,106.1848699313335,Sulphur,-0.518470473132157
2021-03-01,1777406412.345,89213065.46,50.19283425578385,Sulphuric Acid,-0.8457757450966632
2021-03-01,3134761644.665,979103852.277,312.33757563141074,Urea,-0.6448826273629016
2021-03-01,1483438270.738,3563910511.246,2402.4663388743365,Water Treatment Chemicals,-0.73466741877961
2021-04-01,278110425.735,226228665.397,813.4490636196573,Acetic Acid,0.5101804815307385
2021-04-01,20428476.439,12628767.018,618.1942669934222,Formates,0.6304699757596812
2021-04-01,4083288695.203,967450994.834,236.92936430641072,KCL,0.35992265644540955
2021-04-01,27679196.593,10824127.7,391.056426209184,PAC,0.33884782787760254
2021-04-01,1751454697.794,241283471.433,137.76175412181797,Sulphur,0.330313949959179
2021-04-01,1339408033.94,78896836.874,58.9042583550266,Sulphuric Acid,0.40259886787268495
2021-04-01,2894292740.649,984587988.491,340.1825857705815,Urea,0.650477662020421
2021-04-01,1217319797.994,2968981396.375,2438.949404476566,Water Treatment Chemicals,0.5198085261777774
2021-05-01,246409687.916,211225202.545,857.2114364959781,Acetic Acid,0.21525679317102367
2021-05-01,26005771.25,15740357.418,605.2640110798483,Formates,0.4939169109831312
2021-05-01,4375136788.33,977865105.095,223.50503593471723,KCL,0.33477618928539743
2021-05-01,27875068.809,11262314.106,404.0282082591217,PAC,0.3682416073957116
2021-05-01,1621982324.179,236217649.698,145.6351565468301,Sulphur,0.2768575040415621
2021-05-01,1077970854.57,77783842.806,72.15764923164623,Sulphuric Acid,0.3480431900067739
2021-05-01,3032354219.499,1025792694.609,338.282608282643,Urea,0.7030939452615738
2021-05-01,1214006149.702,2946670318.902,2427.228494374031,Water Treatment Chemicals,0.47513610890059743
2021-06-01,200122914.063,195736749.56,978.08264723939,Acetic Acid,0.46848862362460775
2021-06-01,32871322.641,22913535.204,697.067637169556,Formates,0.5639205087626057
2021-06-01,3982652506.456,927030264.112,232.76704724031433,KCL,0.3588467562126348
2021-06-01,28097486.756,12770839.334,454.5189199625794,PAC,0.6433988228872407
2021-06-01,1765299489.273,270884194.361,153.44942657438696,Sulphur,0.7227404382982678
2021-06-01,1342846387.09,99475170.636,74.07784806389252,Sulphuric Acid,0.2830869566172387
2021-06-01,3235276328.505,1165955508.399,360.3882296316186,Urea,0.45220256480716237
2021-06-01,1269164363.629,3473515106.612,2736.8520627855983,Water Treatment Chemicals,0.32655628257012903
2021-07-01,228790180.996,234729687.154,1025.960494161696,Acetic Acid,0.3663692384760534
2021-07-01,24198505.172,17223711.904,711.7675981047579,Formates,0.23512657894161382
2021-07-01,3244537564.735,813524702.171,250.73671854295364,KCL,0.5566591642028433
2021-07-01,28516300.399,13929926.13,488.48994908499736,PAC,0.42583869167169336
2021-07-01,1966196323.415,324597919.10499996,165.08927172705728,Sulphur,0.21224562886032614
2021-07-01,1313969313.964,109486273.044,83.32483253638577,Sulphuric Acid,0.2903850463291904
2021-07-01,2749674023.924,1012394357.205,368.18704631767014,Urea,0.6319182799795212
2021-07-01,1207515966.47,3389823867.654,2807.270431018535,Water Treatment Chemicals,0.3386459699857288
2021-08-01,231180535.417,216428912.702,936.1900313605934,Acetic Acid,0.31029686687787916
2021-08-01,28492944.278,28418600.816,997.3908115189976,Formates,0.39861811392990026
2021-08-01,3173908167.376,856187848.3219999,269.75822965597825,KCL,0.7363055230605834
2021-08-01,27591786.623,15127599.991,548.2646048875253,PAC,0.3888095286959978
2021-08-01,1879290714.208,303690599.402,161.59852071103649,Sulphur,0.5567395188641243
2021-08-01,1210090299.738,98500680.205,81.39944616226298,Sulphuric Acid,0.674649598292262
2021-08-01,3281645132.794,1317273195.721,401.4063502958562,Urea,0.2801293120410212
2021-08-01,1198079063.76,3255919616.087,2717.616653669551,Water Treatment Chemicals,0.5018754391403589
2021-09-01,223312564.942,201383716.015,901.801992500084,Acetic Acid,0.2949555539144127
2021-09-01,28002447.853,18928907.749,675.9733237739814,Formates,0.5909551308712488
2021-09-01,4012350207.531,1229739077.854,306.4884704096455,KCL,0.5494831381981502
2021-09-01,30099644.367,13566292.299,450.7127105419731,PAC,0.46510810849185646
2021-09-01,2035322822.213,355490648.254,174.66057196149168,Sulphur,0.25914331634319515
2021-09-01,1263658446.526,100018904.873,79.15026813453272,Sulphuric Acid,0.5613767954297002
2021-09-01,3916626063.659,1649690297.06,421.2018891379235,Urea,0.4826776314667093
2021-09-01,1260869051.813,3412011342.581,2706.079063226176,Water Treatment Chemicals,0.2997203142986885
2021-10-01,165934244.167,150914928.827,909.4863425244266,Acetic Acid,0.2258573105076266
2021-10-01,34498167.554,26388460.949,764.9235544958767,Formates,0.5317348027890555
2021-10-01,3571960712.5,1261330234.64,353.11985101795824,KCL,0.5628326425079768
2021-10-01,24762630.029,9468832.533,382.3839601007997,PAC,0.21948811567788465
2021-10-01,1517015391.424,257252110.721,169.57778554871564,Sulphur,0.4165228063773748
2021-10-01,1770256366.84,153263365.41099998,86.5769321788025,Sulphuric Acid,0.33682130545576877
2021-10-01,3312536480.683,1579158716.377,476.7219095052498,Urea,0.6166876200284767
2021-10-01,1215697166.067,3499967790.548,2878.9799698810093,Water Treatment Chemicals,0.35445421681024464
2021-11-01,346979663.277,336240100.136,969.0484363274442,Acetic Acid,0.6251282003832028
2021-11-01,31892351.774,29967908.515,939.6581577728336,Formates,0.3678068893287095
2021-11-01,3390400240.038,1348298778.6820002,397.6813010923124,KCL,0.6188847533554382
2021-11-01,34455560.905,13558504.021,393.50698885393746,PAC,0.2624711260680142
2021-11-01,1781152406.16,314072079.451,176.33082849328449,Sulphur,0.373319421139564
2021-11-01,1587278177.656,153419106.166,96.6554623667544,Sulphuric Acid,0.31144633654384196
2021-11-01,3264175215.445,2022732477.842,619.6764402447201,Urea,0.5777235776535403
2021-11-01,1287454014.086,3476204188.936,2700.060857244564,Water Treatment Chemicals,0.7151471926635211
2021-12-01,196926854.439,189708386.32,963.3444197361308,Acetic Acid,0.32107041892862836
2021-12-01,35004892.809999995,31697974.364,905.5298222465834,Formates,0.5086479695197185
2021-12-01,3390479764.999,1470855311.284,433.8192271395059,KCL,0.5580058813375995
2021-12-01,42217679.917,17951307.916,425.2083002024812,PAC,0.39485757220644263
2021-12-01,1724235710.954,327318416.561,189.83391567728196,Sulphur,0.505983818376099
2021-12-01,1484276322.504,144139090.62,97.11068514307016,Sulphuric Acid,0.32459204380964607
2021-12-01,2939630944.437,1985039548.649,675.2682857708779,Urea,0.18205333891589692
2021-12-01,1275420403.252,3555386126.583,2787.618982350967,Water Treatment Chemicals,0.5838539403734826
